FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
436,,SK,BETHANY UNITED METHODIST CHURCH (SK),(718) 774-5689,"1208 St Johns Pl, Brooklyn, New York, 11213",BK,11213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,open,12:30 PM,02:30 PM,,,closed,,,,,open,05:00 PM,07:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,DISTRIBUTES TUESDAYS AND 1ST THURSDAY,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,7ae7ae56-be41-415d-97cc-b0c692ac4d56,40.670745061091,-73.93826357738,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.93826357738 40.670745061091),36047033900,BK0802,237
437,,SK,COMMUNITY HELP IN PARK SLOPE INC (SK),(718) 237-2962,"200 4th Ave, Brooklyn, NY, 11217, USA",BK,11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,open,09:00 AM,10:30 AM,11:30 AM,01:00 PM,closed,,,,,,,1680892750097,rwrenner_nyc,1753516814801,maps.nyc.data,d85a0a46-3d39-4b0c-aaca-b7461050256f,40.678294012639,-73.982714821576,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.982714821576 40.678294012639),36047011901,BK0601,238
438,,SK,HOPE CENTER DEVELOPMENT CORPORATION,(718) 385-1043,"409 E 95th St, Brooklyn, New York, 11212",BK,11212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:30 PM,,,closed,,,,,,"ONLY OPEN 1ST, 2ND, 3RD, & 4TH SATURDAY OF THE MONTH",1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,9fd8ef5b-1dcf-4623-88fa-79b1655e25a4,40.6571944573229,-73.91844674661684,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9184467466168 40.6571944573229),36047088600,BK1704,239
439,,SK,NEIGHBORS TOGETHER (SK),(718) 498-7256,"2094 Fulton St, Brooklyn, New York, 11233",BK,11233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,12:00 PM,02:00 PM,04:00 PM,06:00 PM,open,12:00 PM,02:00 PM,04:00 PM,06:00 PM,open,12:00 PM,02:00 PM,04:00 PM,06:00 PM,open,12:00 PM,02:00 PM,04:00 PM,06:00 PM,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1697097617869,maps.nyc.data,95503966-1523-471e-8c0a-d69640b727c3,40.678329048994,-73.913937198889,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.913937198889 40.678329048994),36047030100,BK1601,240
440,,SK,OPIN (OTHER PEOPLE IN NEED) (83913),(718) 421-0148,"1768 St Johns Pl, Brooklyn, New York, 11233",BK,11233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1727769627977,maps.nyc.data,e2c1fb9f-ddd6-499f-a1d8-32c5322d0964,40.669760397016,-73.91848287262,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.91848287262 40.669760397016),36047036100,BK1601,241
441,,SK,UNITED COMMUNITY BAPTIST CHURCH,(718) 467-7708,"545 Utica Ave, Brooklyn, New York, 11203",BK,11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,1a3e1368-c631-496e-81b3-18f3d5865dd1,40.66019128107476,-73.93106251672425,100.0,Kings County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9310625167243 40.6601912810748),36047087800,BK1703,242
442,,SK,EASTCHESTER PRESBYTERIAN CHURCH (SK),(718) 798-1855,"3154 Fish Ave, Bronx, New York, 10469",BX,10469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,open,05:00 PM,06:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1757404815649,maps.nyc.data,5a2747a1-7942-431a-8a5d-fc8a50ceadc6,40.871322076242,-73.847255387272,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.847255387272 40.871322076242),36005036400,BX1202,243
443,,SK,LOYAL BAPTIST CHURCH,(718) 328-3512,"881 E 167th St, Bronx, New York, 10459",BX,10459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,5ce3a607-ddaf-439b-89f0-d250fb810d13,40.8261247169348,-73.89622724330809,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8962272433081 40.8261247169348),36005013100,BX0202,244
444,,SK,PATHHSEO INC,(917) 471-9188,"1357 Southern Blvd, Bronx, NY, 10459, USA",BX,10459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1698480016244,maps.nyc.data,526245bf-38d3-45a2-b1f9-0d97037bb370,40.8321441807,-73.891099614041,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.891099614041 40.8321441807),36005012300,BX0303,245
445,,SK,ST. ANTHONY'S CHURCH (SK),(718) 931-4040,"1750 Mansion St, Bronx, New York, 10460",BX,10460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,07:00 AM,01:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1715673615110,maps.nyc.data,b60f713e-9477-46a7-bbe3-090667f8aa16,40.837910259533,-73.869447565577,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.869447565577 40.837910259533),36005021800,BX0901,246
446,,SK,WOODYCREST UNITED METHODIST CHURCH,(718) 538-7500,"89 W 166th St, Bronx, New York, 10452",BX,10452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1693987213796,maps.nyc.data,1681b44b-3c69-455b-9a0d-021695a1aef3,40.835310235077,-73.926558836329,100.0,Bronx County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.926558836329 40.835310235077),36005019900,BX0402,247
447,FP,SK,EBENEZER SEVENTH DAY ADVENTIST CHURCH,(718) 879-0542,"1234 E New York Ave, Brooklyn, New York, 11212",BK,11212,,WED,10:30AM-12PM,SUN,12:30-2PM,closed,,,,,closed,,,,,open,10:30 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1714464016029,maps.nyc.data,9f171623-e8ed-4f65-bad5-57df2c665657,40.667489152713,-73.92123917766,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.92123917766 40.667489152713),36047090000,BK1602,248
449,FP,SK,GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICE CORP.,(212) 883-0680,"120 E 32nd St, New York, NY, 10016, USA",BK,10016,,MON-SUN,6:30-7:30A/12-1:30P/4-6P,,,closed,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,open,07:30 AM,08:15 AM,12:00 PM,01:15 PM,ONLY OPEN 2ND WED OF THE MONTH,,1680892750097,rwrenner_nyc,1761638416484,maps.nyc.data,cd13e707-fd0e-4b84-8c6c-67df63d4dc5b,40.647907476243,-73.947599257318,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,03:00 PM,05:00 PM,03:00 PM,05:00 PM,03:00 PM,05:00 PM,03:00 PM,05:00 PM,03:00 PM,05:00 PM,03:00 PM,05:00 PM,03:00 PM,05:00 PM,POINT (-73.947599257318 40.647907476243),36047082400,BK1701,249
451,,SK,SOUTHERN BAPTIST CHURCH,(212) 663-6549,"12 W 108th St, New York, New York, 10025",NY,10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1694678415550,maps.nyc.data,cb05bbf1-240d-418c-9da7-9ee7cfb039a1,40.799650308117,-73.960045293886,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.960045293886 40.799650308117),36061019300,MN0703,250
452,,SK,ST. IGNATIUS EPISCOPAL CHURCH,(212) 580-3326,"552 W End Ave, New York, New York, 10024",NY,10024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,06:45 PM,07:15 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,03:45 PM,04:15 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,3148a256-e4f9-45cf-b250-c9846ab1895b,40.7893183551679,-73.977312852618,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.977312852545 40.7893183548985),36061017500,MN0702,251
454,,SK,ST. MICHAEL'S CHURCH,(212) 222-2700,"225 W 99th St, New York, New York, 10025",NY,10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,11:30 AM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,86a6d0ed-6ada-4631-8c01-79ae55d7dbc1,40.79645357597454,-73.96942405680633,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9694240568063 40.7964535759745),36061018700,MN0703,252
455,,SK,TEMPLE SHAARAY TEFILA,(212) 535-8008,"250 E 79th St, New York, New York, 10075",NY,10075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,open,11:15 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1728460820673,maps.nyc.data,114fcba7-452a-4e61-83aa-3ce5db5358f7,40.773348776052,-73.955474055351,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.955474055351 40.773348776052),36061013400,MN0801,253
456,,SK,"UNIVERSITY COMMUNITY SOCIAL SERVICES, INC",(347) 850-2230,"137 E 2nd St, New York, New York, 10009",NY,10009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,10:00 AM,01:00 PM,02:30 PM,closed,,,,,,,1680892750097,rwrenner_nyc,1696320016736,maps.nyc.data,d2dee5fb-7086-4423-8195-f245e54ec0bd,40.723116156051,-73.986289870919,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.986289870919 40.723116156051),36061003002,MN0303,254
458,,SKK,CONGREGATION B'NAI JESHURUN,(212) 787-7600,"257 W 88th St, New York, New York, 10024",NY,10024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,603b61e8-f1d8-43f8-97d4-7992879159e0,40.7900202138303,-73.9762362809741,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9762362809658 40.7900202136988),36061017500,MN0702,255
459,,SKM,COALITION FOR THE HOMELESS,(212) 776-2002,"108 E 51st St, New York, NY, 10022, USA",NY,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,open,05:30 PM,10:00 PM,,,,,1680892750097,rwrenner_nyc,1732784422515,maps.nyc.data,e85f5bb7-a4cc-412e-af5c-058495b68bc9,40.757344520409,-73.97258170199,100.0,New York County,Open,SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.97258170199 40.757344520409),36061010000,MN0604,256
460,FP,SK,"FAITH CENTER FOR HUMAN SERVICES, INC",(646) 431-9729,"1014 Gates Ave, Brooklyn, New York, 11221",BK,11221,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,12:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1729065624259,maps.nyc.data,e75db69a-d1f7-41d3-b8f1-6b8e4f5b52e5,40.689302385174,-73.922833834739,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.922833834739 40.689302385174),36047037500,BK0302,257
461,FP,SK,HEBRON SEVENTH DAY ADVENTIST CHURCH,(718) 778-6454,"905 Sutter Ave, Brooklyn, NY, 11207, USA",BK,11207,,,,,,closed,,,,,closed,,,,,open,09:30 AM,10:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:30 PM,02:00 PM,,,1ST & 3RD WEDNESDAY,,1680892750097,rwrenner_nyc,1758700816346,maps.nyc.data,0b3843bb-e457-47d5-ba52-41a3a9a6abbb,40.671011312246,-73.884983004017,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.884983004017 40.671011312246),36047116200,BK0502,258
462,FP,SK,ISAIAH'S TEMPLE OF MT. HOPE,(718) 277-4038,"862 Glenmore Ave, Brooklyn, New York, 11208",BK,11208,,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,ca611a13-8295-4bd5-97df-958f7e657b8a,40.675713518018,-73.878185867275,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.878185867275 40.675713518018),36047119200,BK0502,259
463,FP,SK,NEXT STEP COMMUNITY CHURCH,(718) 875-1858,"360 Schermerhorn St, Brooklyn, New York, 11217",BK,11217,,"SAT (2,3,4)",9-10:30AM,"M,TUE,FRI",9-10AM,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,10:30 AM,,,closed,,,,,open,09:00 AM,10:00 AM,,,open,09:00 AM,10:00 AM,,,open,09:00 AM,10:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,"Open the 2nd, 3rd, and 4th Saturday of month",,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,25206854-4d7d-4bb5-b191-07ad437e831f,40.68664146619227,-73.98023495170298,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.980234951703 40.6866414661923),36047003900,BK0202,260
464,FP,SK,ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRY,(718) 789-6036,"800 Marcy Ave, Brooklyn, New York, 11216",BK,11216,,FRI,10AM-3PM,TUE-THUR,12-2PM,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,12:30 PM,02:00 PM,,,open,12:30 PM,02:00 PM,,,open,12:30 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1737190819374,maps.nyc.data,0cf2e119-40ee-45c7-8a6d-c71aa1191319,40.686339969135,-73.947586349187,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.947586349187 40.686339969135),36047025100,BK0301,261
465,FP,SK,ST. JOHN'S BREAD & LIFE FOOD PANTRY,(718) 574-0058,"795 Lexington Ave, New York, New York, 10065",NY,10065,,MON-THUR,8AM-1PM,MON-THUR,10AM-12PM,open,08:00 AM,01:00 PM,,,open,08:00 AM,01:00 PM,,,open,08:00 AM,01:00 PM,,,open,08:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,12:30 PM,,,open,09:00 AM,12:30 PM,,,open,09:00 AM,12:30 PM,,,open,09:00 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1732006821950,maps.nyc.data,d49f1366-30b6-48c3-a821-25de7bbfb728,40.763811720891,-73.966845615752,100.0,New York County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.966845615752 40.763811720891),36061011402,MN0802,262
466,FP,SK,ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION,(718) 938-4532,"874 Myrtle Ave, Brooklyn, New York, 11206",BK,11206,,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:00 PM,,,open,11:00 AM,01:00 PM,,,open,11:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,10:30 AM,,,closed,,,,,open,09:00 AM,10:30 AM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1713340829998,maps.nyc.data,ae3a461a-96d7-436e-8a59-998e3bcacac1,40.695508933019,-73.947117381705,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.947117381705 40.695508933019),36047025901,BK0301,263
467,FP,SK,THE SALVATION ARMY BUSHWICK CORPS,(718) 455-4102,"1151 Bushwick Ave, Brooklyn, New York, 11221",BK,11221,,"M,TU,TH,FRI",10AM-12PM,"M,TU,TH,FRI",12:30-2PM,open,10:00 AM,12:30 PM,,,open,10:00 AM,12:30 PM,,,closed,,,,,open,10:00 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,open,12:30 PM,02:00 PM,,,open,12:30 PM,02:00 PM,,,closed,,,,,open,12:30 PM,02:00 PM,,,open,12:30 PM,02:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1729756825366,maps.nyc.data,ecd4fffa-265c-455e-91e9-fbc3fe51cc23,40.689263199777,-73.917314770593,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.917314770593 40.689263199777),36047039900,BK0402,264
468,FP,SK,THE SALVATION ARMY SUNSET PARK CORPS,(718) 438-1771,"520 50th St, Brooklyn, New York, 11220",BK,11220,,WED,10AM-12PM,MON-FRI,12-1PM,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,open,12:00 PM,01:00 PM,,,closed,,,,,closed,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,d380426f-c8d2-4dfe-9b87-5d67456b0f3a,40.644693603108,-74.0098265064926,100.0,Kings County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0098265064811 40.6446936033285),36047009800,BK0703,265
469,FP,,THURSTON MEMORIAL OUTREACH MINISTRIES,(718) 452-3646,"1243 Bushwick Ave, Brooklyn, New York, 11221",BK,11221,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:30 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,15435617-6268-4edf-b465-b8c2a933498b,40.68775743278104,-73.91469140253714,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9146914025371 40.687757432781),36047039900,BK0402,266
470,FP,SK,"CRESTON AVENUE BAPTIST CHURCH, INC",(718) 367-1754,"114 E 188th St, Bronx, New York, 10468",BX,10468,,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1725523228650,maps.nyc.data,8302f848-0846-4281-88ec-80adf7731fc6,40.861844071588,-73.899158981582,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.899158981582 40.861844071588),36005023703,BX0503,267
471,FP,SK,GRACE EPISCOPAL CHURCH  (BX),(718) 542-1946,"1909 Vyse Ave, Bronx, New York, 10460",BX,10460,,,,,,closed,,,,,closed,,,,,closed,,,,,open,07:30 AM,10:30 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:30 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1739610023195,maps.nyc.data,f72da320-8d88-4060-afa2-1f593c327003,40.840571639519,-73.883551961688,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.883551961688 40.840571639519),36005035900,BX0601,268
473,FP,SK,"MANNA OF LIFE MINISTRIES, INC",(347) 577-5788,"1101 Boston Rd, Bronx, New York, 10456",BX,10456,,"TUE/W,THU,SAT",4-6PM/9AM-1PM,SAT,9AM-1PM,closed,,,,,closed,,,,,open,08:00 AM,11:00 AM,,,open,08:00 AM,11:00 AM,,,closed,,,,,open,08:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1742371223732,maps.nyc.data,922609dd-2a43-40cd-91bb-5871b7765344,40.827525039589,-73.904892119535,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.904892119535 40.827525039589),36005018502,BX0301,269
474,FP,SK,PART OF THE SOLUTION,(929) 566-7980,"2759 Webster Ave, Bronx, New York, 10458",BX,10458,,MON-SAT,8:30-11AM,MON-FRI,12:30-3:30PM,open,08:30 AM,11:00 AM,,,open,08:30 AM,11:00 AM,,,open,08:30 AM,11:00 AM,,,open,08:30 AM,11:00 AM,,,open,08:30 AM,11:00 AM,,,open,08:30 AM,11:00 AM,,,closed,,,,,open,12:30 PM,03:00 PM,,,open,12:30 PM,03:00 PM,,,open,12:30 PM,03:00 PM,,,open,12:30 PM,03:00 PM,,,open,12:30 PM,03:00 PM,,,open,12:30 PM,03:00 PM,,,closed,,,,,,,1680892750097,rwrenner_nyc,1760601627096,maps.nyc.data,64849c94-be01-4af6-a263-8ff54e8e4e60,40.865752553039,-73.886562406033,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.886562406033 40.865752553039),36005040502,BX0702,270
476,FP,SK,ST. ANN'S CHURCH OF MORRISANIA,(718) 585-5632,"295 St Anns Ave, Bronx, New York, 10454",BX,10454,,"WED,FRI",10:30AM-2PM,SUN,11:30AM-2PM,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,05:00 PM,06:00 PM,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:00 PM,,,,,1680892750097,rwrenner_nyc,1693987213796,maps.nyc.data,c271a312-7d06-412b-b77c-6960b6bf01d2,40.808443972286,-73.916662155612,100.0,Bronx County,Open,"FP,SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.916662155612 40.808443972286),36005003900,BX0101,271
